Network	Pedigree	Founder	Network	Pedigree	Founder	degree_related
full.genome_network11	1	all	NA	F036468	all	UN
full.genome_network12	1	all	NA	F036468	all	UN
full.genome_network13	1	all	NA	F036468	all	UN
full.genome_network1	1	Missing1	NA	F036471	F036471	8
full.genome_network2	1	F021340	NA	F036471	F036471	9
full.genome_network3	1	all	NA	F036471	all	UN
full.genome_network4	1	all	NA	F036471	all	UN
full.genome_network5	2	F036273	NA	F036471	F036471	8
full.genome_network6	1	Missing1	NA	F036471	F036471	6
full.genome_network7	1	Missing2	NA	F036471	F036471	7
full.genome_network8	1	Missing1	NA	F036471	F036471	7
full.genome_network9	1	Missing1	NA	F036471	F036471	7
full.genome_network10	1	F036345	NA	F036471	F036471	7
full.genome_network11	1	Missing4	NA	F036471	F036471	8
full.genome_network12	1	all	NA	F036471	all	UN
full.genome_network13	1	all	NA	F036471	all	UN
full.genome_network1	1	Missing1	NA	F036475	F036475	7
full.genome_network2	1	Missing3	NA	F036475	F036475	7
full.genome_network3	1	Missing4	NA	F036475	F036475	8
full.genome_network4	1	F024121	NA	F036475	F036475	8
full.genome_network5	2	F036273	NA	F036475	F036475	6
full.genome_network6	1	Missing1	NA	F036475	F036475	6
full.genome_network7	1	Missing2	NA	F036475	F036475	7
full.genome_network8	1	Missing1	NA	F036475	F036475	8
full.genome_network9	1	all	NA	F036475	all	UN
full.genome_network10	1	F036345	NA	F036475	F036475	7
full.genome_network11	1	Missing1	NA	F036475	F036475	7
full.genome_network12	1	all	NA	F036475	all	UN
full.genome_network13	1	Missing1	NA	F036475	F036475	8
full.genome_network1	1	Missing1	NA	F036802	F036802	8
full.genome_network2	1	Missing3	NA	F036802	F036802	7
full.genome_network3	1	all	NA	F036802	all	UN
full.genome_network4	1	all	NA	F036802	all	UN
full.genome_network5	2	F036273	NA	F036802	F036802	8
full.genome_network6	1	Missing1	NA	F036802	F036802	8
full.genome_network7	2	Missing4	NA	F036802	F036802	7
full.genome_network8	1	Missing1	NA	F036802	F036802	8
full.genome_network9	1	Missing1	NA	F036802	F036802	7
full.genome_network10	1	F036345	NA	F036802	F036802	8
full.genome_network11	1	Missing4	NA	F036802	F036802	8
full.genome_network12	1	all	NA	F036802	all	UN
full.genome_network13	1	all	NA	F036802	all	UN
full.genome_network1	1	all	NA	F037211	all	UN
full.genome_network2	1	all	NA	F037211	all	UN
full.genome_network3	1	all	NA	F037211	all	UN
full.genome_network4	1	all	NA	F037211	all	UN
full.genome_network5	1	all	NA	F037211	all	UN
full.genome_network6	1	all	NA	F037211	all	UN
full.genome_network7	1	all	NA	F037211	all	UN
full.genome_network8	1	all	NA	F037211	all	UN
full.genome_network9	1	Missing1	NA	F037211	F037211	8
full.genome_network10	1	all	NA	F037211	all	UN
full.genome_network11	1	all	NA	F037211	all	UN
full.genome_network12	1	all	NA	F037211	all	UN
full.genome_network13	1	all	NA	F037211	all	UN
full.genome_network1	1	Missing1	NA	F037615	F037615	8
full.genome_network2	1	all	NA	F037615	all	UN
full.genome_network3	1	all	NA	F037615	all	UN
full.genome_network4	1	all	NA	F037615	all	UN
full.genome_network5	1	all	NA	F037615	all	UN
full.genome_network6	1	Missing1	NA	F037615	F037615	8
full.genome_network7	1	Missing2	NA	F037615	F037615	8
full.genome_network8	1	all	NA	F037615	all	UN
full.genome_network9	1	all	NA	F037615	all	UN
full.genome_network10	1	all	NA	F037615	all	UN
full.genome_network11	1	all	NA	F037615	all	UN
full.genome_network12	1	all	NA	F037615	all	UN
full.genome_network13	1	all	NA	F037615	all	UN
full.genome_network1	1	Missing1	NA	F038038	F038038	8
full.genome_network2	1	F021340	NA	F038038	F038038	8
full.genome_network3	1	Missing4	NA	F038038	F038038	7
full.genome_network4	1	all	NA	F038038	all	UN
full.genome_network5	1	F036279	NA	F038038	F038038	5
full.genome_network6	1	Missing1	NA	F038038	F038038	7
full.genome_network7	2	Missing4	NA	F038038	F038038	7
full.genome_network8	1	all	NA	F038038	all	UN
full.genome_network9	1	Missing1	NA	F038038	F038038	8
full.genome_network10	1	F036345	NA	F038038	F038038	8
full.genome_network11	1	Missing12	NA	F038038	F038038	8
full.genome_network12	1	all	NA	F038038	all	UN
full.genome_network13	1	Missing1	NA	F038038	F038038	8
full.genome_network1	1	Missing1	NA	F038041	F038041	8
full.genome_network2	1	all	NA	F038041	all	UN
full.genome_network3	1	Missing4	NA	F038041	F038041	8
full.genome_network4	1	all	NA	F038041	all	UN
full.genome_network5	2	Missing4	NA	F038041	F038041	8
full.genome_network6	1	Missing1	NA	F038041	F038041	8
full.genome_network7	1	all	NA	F038041	all	UN
full.genome_network8	1	Missing1	NA	F038041	F038041	8
full.genome_network9	1	Missing1	NA	F038041	F038041	8
full.genome_network10	1	F036345	NA	F038041	F038041	8
full.genome_network11	1	Missing1	NA	F038041	F038041	7
full.genome_network12	1	all	NA	F038041	all	UN
full.genome_network13	1	all	NA	F038041	all	UN
full.genome_network1	1	all	NA	F052682	all	UN
full.genome_network2	1	all	NA	F052682	all	UN
full.genome_network3	1	Missing4	NA	F052682	F052682	8
full.genome_network4	1	all	NA	F052682	all	UN
full.genome_network5	2	F036273	NA	F052682	F052682	8
full.genome_network6	1	Missing1	NA	F052682	F052682	5
full.genome_network7	1	all	NA	F052682	all	UN
full.genome_network8	1	Missing1	NA	F052682	F052682	8
full.genome_network9	1	Missing1	NA	F052682	F052682	7
full.genome_network10	1	F036345	NA	F052682	F052682	6
full.genome_network11	1	all	NA	F052682	all	UN
full.genome_network12	1	all	NA	F052682	all	UN
full.genome_network13	1	all	NA	F052682	all	UN
full.genome_network1	1	Missing1	NA	F053050	F053050	5
full.genome_network2	1	Missing3	NA	F053050	F053050	2
full.genome_network3	2	F024110	NA	F053050	F053050	7
full.genome_network4	1	Missing4	NA	F053050	F053050	6
full.genome_network5	2	F036273	NA	F053050	F053050	8
full.genome_network6	1	all	NA	F053050	all	UN
full.genome_network7	1	Missing2	NA	F053050	F053050	7
full.genome_network8	1	Missing1	NA	F053050	F053050	7
full.genome_network9	1	all	NA	F053050	all	UN
full.genome_network10	1	all	NA	F053050	all	UN
full.genome_network11	1	Missing6	NA	F053050	F053050	8
full.genome_network12	1	Missing1	NA	F053050	F053050	8
full.genome_network13	1	all	NA	F053050	all	UN
full.genome_network1	1	Missing1	NA	F053186	F053186	4
full.genome_network2	1	Missing3	NA	F053186	F053186	2
full.genome_network3	2	F024110	NA	F053186	F053186	5
full.genome_network4	2	F024140	NA	F053186	F053186	6
full.genome_network5	1	all	NA	F053186	all	UN
full.genome_network6	1	Missing1	NA	F053186	F053186	8
full.genome_network7	2	Missing4	NA	F053186	F053186	7
full.genome_network8	1	all	NA	F053186	all	UN
full.genome_network9	1	all	NA	F053186	all	UN
full.genome_network10	1	all	NA	F053186	all	UN
full.genome_network11	1	Missing4	NA	F053186	F053186	8
full.genome_network12	1	all	NA	F053186	all	UN
full.genome_network13	1	all	NA	F053186	all	UN
full.genome_network1	1	Missing1	NA	F053218	F053218	3
full.genome_network2	1	Missing3	NA	F053218	F053218	2
full.genome_network3	2	F024110	NA	F053218	F053218	4
full.genome_network4	2	F024140	NA	F053218	F053218	4
full.genome_network5	1	all	NA	F053218	all	UN
full.genome_network6	1	all	NA	F053218	all	UN
full.genome_network7	2	Missing4	NA	F053218	F053218	8
full.genome_network8	1	Missing1	NA	F053218	F053218	8
full.genome_network9	1	all	NA	F053218	all	UN
full.genome_network10	1	all	NA	F053218	all	UN
full.genome_network11	1	all	NA	F053218	all	UN
full.genome_network12	1	all	NA	F053218	all	UN
full.genome_network13	1	all	NA	F053218	all	UN
full.genome_network1	1	all	NA	F053355	all	UN
full.genome_network2	1	F021340	NA	F053355	F053355	8
full.genome_network3	1	all	NA	F053355	all	UN
full.genome_network4	2	Missing2	NA	F053355	F053355	8
full.genome_network5	1	all	NA	F053355	all	UN
full.genome_network6	1	all	NA	F053355	all	UN
full.genome_network7	2	Missing4	NA	F053355	F053355	8
full.genome_network8	1	Missing1	NA	F053355	F053355	8
full.genome_network9	1	all	NA	F053355	all	UN
full.genome_network10	1	F036345	NA	F053355	F053355	7
full.genome_network11	1	all	NA	F053355	all	UN
full.genome_network12	1	all	NA	F053355	all	UN
full.genome_network13	1	all	NA	F053355	all	UN
full.genome_network1	1	Missing1	NA	F064432	F064432	8
full.genome_network2	1	all	NA	F064432	all	UN
full.genome_network3	1	all	NA	F064432	all	UN
full.genome_network4	2	Missing2	NA	F064432	F064432	8
full.genome_network5	2	F036273	NA	F064432	F064432	6
full.genome_network6	1	Missing1	NA	F064432	F064432	5
full.genome_network7	2	Missing4	NA	F064432	F064432	8
full.genome_network8	1	Missing1	NA	F064432	F064432	8
full.genome_network9	1	Missing1	NA	F064432	F064432	8
full.genome_network10	1	all	NA	F064432	all	UN
full.genome_network11	1	all	NA	F064432	all	UN
full.genome_network12	1	all	NA	F064432	all	UN
full.genome_network13	1	all	NA	F064432	all	UN
full.genome_network1	1	all	NA	F064553	all	UN
full.genome_network2	1	F021340	NA	F064553	F064553	8
full.genome_network3	1	all	NA	F064553	all	UN
full.genome_network4	1	all	NA	F064553	all	UN
full.genome_network5	2	F036273	NA	F064553	F064553	7
full.genome_network6	1	Missing1	NA	F064553	F064553	8
full.genome_network7	2	Missing4	NA	F064553	F064553	7
full.genome_network8	1	Missing1	NA	F064553	F064553	8
full.genome_network9	1	all	NA	F064553	all	UN
full.genome_network10	1	F036345	NA	F064553	F064553	8
full.genome_network11	1	Missing12	NA	F064553	F064553	8
full.genome_network12	1	all	NA	F064553	all	UN
full.genome_network13	1	all	NA	F064553	all	UN
full.genome_network1	1	all	NA	F066114	all	UN
full.genome_network2	1	Missing8	NA	F066114	F066114	8
full.genome_network3	1	all	NA	F066114	all	UN
full.genome_network4	1	all	NA	F066114	all	UN
full.genome_network5	1	all	NA	F066114	all	UN
full.genome_network6	1	Missing1	NA	F066114	F066114	7
full.genome_network7	1	all	NA	F066114	all	UN
full.genome_network8	1	Missing1	NA	F066114	F066114	8
full.genome_network9	1	all	NA	F066114	all	UN
full.genome_network10	1	F036345	NA	F066114	F066114	8
full.genome_network11	1	Missing1	NA	F066114	F066114	7
full.genome_network12	1	all	NA	F066114	all	UN
full.genome_network13	1	all	NA	F066114	all	UN
full.genome_network1	1	Missing1	NA	F066496	F066496	8
full.genome_network2	1	F021340	NA	F066496	F066496	9
full.genome_network3	1	all	NA	F066496	all	UN
full.genome_network4	1	all	NA	F066496	all	UN
full.genome_network5	1	all	NA	F066496	all	UN
full.genome_network6	1	Missing1	NA	F066496	F066496	7
full.genome_network7	1	all	NA	F066496	all	UN
full.genome_network8	1	Missing1	NA	F066496	F066496	8
full.genome_network9	1	all	NA	F066496	all	UN
full.genome_network10	1	F036345	NA	F066496	F066496	8
full.genome_network11	1	Missing12	NA	F066496	F066496	8
full.genome_network12	1	all	NA	F066496	all	UN
full.genome_network13	1	all	NA	F066496	all	UN
full.genome_network1	1	all	NA	F066666	all	UN
full.genome_network2	1	all	NA	F066666	all	UN
full.genome_network3	1	all	NA	F066666	all	UN
full.genome_network4	1	all	NA	F066666	all	UN
full.genome_network5	2	F036273	NA	F066666	F066666	8
full.genome_network6	1	Missing1	NA	F066666	F066666	8
full.genome_network7	1	all	NA	F066666	all	UN
full.genome_network8	1	all	NA	F066666	all	UN
full.genome_network9	1	all	NA	F066666	all	UN
full.genome_network10	1	F036345	NA	F066666	F066666	8
full.genome_network11	1	all	NA	F066666	all	UN
full.genome_network12	1	all	NA	F066666	all	UN
full.genome_network13	1	all	NA	F066666	all	UN
full.genome_network1	1	Missing1	NA	F074072	F074072	8
full.genome_network2	1	F021340	NA	F074072	F074072	8
full.genome_network3	1	all	NA	F074072	all	UN
full.genome_network4	1	all	NA	F074072	all	UN
full.genome_network5	2	F036273	NA	F074072	F074072	7
full.genome_network6	1	Missing1	NA	F074072	F074072	5
full.genome_network7	1	all	NA	F074072	all	UN
full.genome_network8	1	all	NA	F074072	all	UN
full.genome_network9	1	all	NA	F074072	all	UN
full.genome_network10	1	F036345	NA	F074072	F074072	7
full.genome_network11	1	Missing4	NA	F074072	F074072	8
full.genome_network12	1	all	NA	F074072	all	UN
full.genome_network13	1	all	NA	F074072	all	UN
full.genome_network1	1	Missing1	NA	F074860	F074860	8
full.genome_network2	1	F021340	NA	F074860	F074860	8
full.genome_network3	1	all	NA	F074860	all	UN
full.genome_network4	1	all	NA	F074860	all	UN
full.genome_network5	1	all	NA	F074860	all	UN
full.genome_network6	1	Missing1	NA	F074860	F074860	8
full.genome_network7	1	all	NA	F074860	all	UN
full.genome_network8	1	Missing1	NA	F074860	F074860	6
full.genome_network9	1	Missing1	NA	F074860	F074860	8
full.genome_network10	1	F036345	NA	F074860	F074860	9
full.genome_network11	1	Missing12	NA	F074860	F074860	7
full.genome_network12	1	all	NA	F074860	all	UN
full.genome_network13	1	all	NA	F074860	all	UN
full.genome_network1	1	Missing1	NA	F090911	F090911	8
full.genome_network2	1	Missing3	NA	F090911	F090911	7
full.genome_network3	1	all	NA	F090911	all	UN
full.genome_network4	1	all	NA	F090911	all	UN
full.genome_network5	1	all	NA	F090911	all	UN
full.genome_network6	1	all	NA	F090911	all	UN
full.genome_network7	1	Missing2	NA	F090911	F090911	8
full.genome_network8	1	Missing1	NA	F090911	F090911	8
full.genome_network9	1	all	NA	F090911	all	UN
full.genome_network10	1	F036345	NA	F090911	F090911	9
full.genome_network11	1	Missing4	NA	F090911	F090911	8
full.genome_network12	1	all	NA	F090911	all	UN
full.genome_network13	1	all	NA	F090911	all	UN
